User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
U9621,56,Female,Student,iOS,8.8,1.8,1,4.9,3,43,4,4.8
U24561,45,Female,Business Owner,iOS,9.9,6.3,9,6.0,8,46,0,7.1
U5298,31,Female,Business Owner,iOS,4.5,1.0,6,6.3,10,11,4,10.3
U10440,21,Male,Professional,iOS,2.7,2.4,9,5.8,2,58,1,8.5
U18111,60,Female,Professional,iOS,7.1,6.0,2,6.2,5,57,1,5.1
U9562,52,Male,Freelancer,iOS,4.9,3.5,4,6.2,7,41,4,13.5
U48361,45,Female,Student,Android,4.8,1.6,1,4.8,1,8,2,3.0
U7457,20,Male,Business Owner,Android,11.9,6.3,2,8.7,5,54,3,7.7
U8664,34,Male,Business Owner,iOS,2.5,2.0,7,7.1,9,16,5,7.3
U43406,30,Female,Student,iOS,4.0,1.3,10,7.8,3,11,3,5.8
U13507,25,Other,Business Owner,iOS,9.5,4.3,10,6.8,1,32,5,6.9
U6891,30,Other,Student,Android,4.7,2.5,2,6.2,10,40,3,2.5
U46831,26,Male,Business Owner,iOS,3.9,7.4,8,5.7,3,22,3,7.1
U46704,22,Male,Freelancer,iOS,7.8,7.7,5,6.4,6,23,5,13.2
U39127,32,Female,Student,iOS,4.9,1.3,10,6.8,8,9,4,9.3
U38473,49,Male,Business Owner,Android,2.4,4.3,3,4.2,3,9,5,10.0
U6194,26,Other,Student,Android,10.3,1.7,9,8.3,1,42,3,6.1
U33181,37,Other,Freelancer,Android,7.6,3.9,7,8.4,9,19,6,2.9
U4253,37,Other,Student,iOS,9.3,3.6,1,7.1,4,26,1,9.2
U15954,24,Male,Student,iOS,8.0,0.5,7,5.1,4,32,5,2.6
U30521,56,Female,Student,iOS,7.3,1.2,6,8.0,8,20,4,12.3
U22808,23,Male,Student,Android,5.5,3.1,2,5.5,9,19,5,13.2
U21584,26,Female,Freelancer,Android,11.9,1.0,1,8.8,8,24,0,5.8
U2419,40,Female,Professional,iOS,9.0,6.6,7,5.9,5,30,5,10.7
U43474,36,Other,Business Owner,iOS,6.7,1.8,2,6.6,7,20,1,11.7
U24110,53,Female,Professional,iOS,11.8,5.6,1,6.1,10,7,0,13.3
U36561,24,Male,Business Owner,iOS,1.2,7.7,1,5.9,6,21,3,2.1
U31406,23,Other,Business Owner,Android,8.7,1.8,5,8.9,3,55,6,4.8
U29906,31,Female,Student,iOS,8.3,7.0,5,5.1,10,57,5,2.6
U1955,29,Female,Professional,iOS,2.1,6.5,10,4.7,8,11,2,5.8
U35072,56,Other,Freelancer,iOS,10.6,5.9,5,8.7,9,28,2,12.4
U45791,41,Other,Business Owner,iOS,3.7,7.6,1,6.4,2,42,2,4.3
U10658,34,Female,Freelancer,iOS,3.8,7.5,2,4.1,9,7,6,9.0
U3026,28,Female,Student,iOS,6.1,5.5,5,6.3,8,10,6,8.1
U27392,26,Other,Business Owner,Android,7.1,5.2,3,7.1,5,47,2,10.4
U13971,24,Other,Freelancer,Android,10.5,2.6,6,8.8,2,5,4,3.1
U2117,44,Male,Professional,iOS,11.1,1.8,5,8.9,3,33,0,6.2
U44219,34,Female,Student,iOS,9.9,4.6,1,4.0,10,7,3,13.3
U18634,19,Male,Professional,Android,3.4,4.0,5,6.1,2,53,0,10.1
U7921,28,Male,Business Owner,iOS,9.7,4.7,10,5.3,6,6,0,8.3
U31123,59,Other,Student,iOS,6.1,0.8,6,8.1,10,29,1,2.8
U7343,29,Male,Business Owner,iOS,7.4,3.8,7,4.7,8,40,0,11.0
U22168,42,Other,Business Owner,iOS,7.8,6.6,10,8.3,9,13,5,6.8
U14132,39,Female,Freelancer,iOS,11.5,3.3,1,6.7,4,26,2,7.6
U2869,19,Male,Professional,Android,1.3,7.3,5,7.3,7,47,4,2.3
U3654,41,Male,Professional,Android,7.5,3.1,5,6.8,6,49,3,4.1
U21995,37,Other,Student,Android,10.7,3.4,5,4.1,1,17,2,4.0
U22372,30,Male,Freelancer,Android,7.8,5.8,9,5.9,10,23,6,6.6
U26474,48,Male,Professional,Android,4.6,5.0,3,5.3,7,10,5,4.6
U9737,60,Female,Freelancer,iOS,11.7,6.8,8,7.2,7,27,2,9.5
U49794,40,Other,Professional,Android,2.7,2.1,4,5.8,2,51,1,12.3
U26601,42,Female,Freelancer,iOS,6.5,5.9,3,6.5,2,42,3,7.7
U25542,42,Female,Professional,iOS,4.0,1.0,5,7.2,9,9,4,2.7
U38906,40,Male,Freelancer,iOS,2.7,6.7,6,5.3,6,19,0,9.5
U15086,42,Female,Student,iOS,1.1,2.8,1,5.8,7,10,1,4.6
U40413,21,Other,Student,Android,7.0,3.6,9,8.3,9,51,5,13.4
U18279,49,Other,Business Owner,iOS,11.6,5.9,9,8.1,8,41,6,12.9
U18290,42,Female,Student,Android,11.9,2.7,3,7.3,2,28,6,2.5
U2970,29,Male,Professional,Android,11.7,5.2,3,7.8,7,16,5,7.8
U28557,53,Male,Student,iOS,2.5,1.6,3,5.5,10,60,3,8.6
U6836,23,Female,Business Owner,Android,11.1,4.6,3,7.0,2,10,0,5.7
U45468,28,Female,Professional,iOS,10.2,5.2,6,4.2,4,53,2,12.2
U13580,51,Other,Freelancer,Android,9.7,2.3,8,8.8,5,51,5,10.7
U32129,43,Other,Business Owner,Android,8.2,4.5,6,7.5,4,45,5,11.3
U23444,59,Male,Student,iOS,9.7,7.0,2,8.5,9,15,5,12.8
U145,59,Male,Business Owner,iOS,7.2,5.3,9,5.2,5,6,1,6.2
U29707,32,Other,Professional,Android,7.9,7.4,6,8.2,8,35,2,8.3
U9878,22,Other,Professional,iOS,6.1,1.4,2,8.7,2,32,0,8.8
U17582,21,Female,Freelancer,iOS,9.9,7.4,4,8.4,4,6,4,9.7
U33252,30,Male,Business Owner,iOS,7.1,7.9,4,8.7,6,14,4,11.5
U16345,49,Other,Student,iOS,5.4,6.0,9,5.5,3,29,5,8.2
U24104,39,Female,Professional,Android,10.4,2.0,7,6.8,6,44,3,12.5
U47235,43,Male,Business Owner,Android,10.4,2.7,3,6.4,9,17,4,8.6
U4623,29,Female,Business Owner,iOS,4.6,2.9,5,4.2,1,12,3,13.0
U40553,48,Other,Freelancer,Android,8.5,1.8,10,5.9,8,18,1,9.3
U1254,26,Male,Professional,Android,1.9,0.9,4,6.6,9,10,6,4.9
U13076,27,Other,Student,Android,9.8,2.6,9,5.0,9,28,6,11.0
U28365,24,Female,Business Owner,iOS,7.7,3.1,7,5.2,7,37,2,8.9
U7144,54,Female,Student,Android,11.1,7.4,3,4.2,9,16,6,9.6
U17839,33,Other,Business Owner,iOS,7.3,6.0,4,8.6,7,36,1,4.3
U31493,57,Other,Freelancer,Android,4.9,4.1,5,6.2,2,50,2,4.4
U30169,29,Other,Student,iOS,3.2,3.6,7,8.6,5,47,6,2.7
U41841,44,Male,Business Owner,Android,10.1,5.3,9,8.6,1,46,4,11.6
U40085,58,Male,Professional,iOS,1.5,2.9,7,4.3,4,58,5,8.7
U12801,60,Male,Professional,Android,1.6,2.2,8,7.5,8,46,3,6.2
U6195,37,Male,Professional,iOS,1.2,2.3,1,6.4,7,34,5,12.1
U13686,47,Female,Professional,iOS,9.2,5.1,6,8.7,10,18,3,3.2
U23380,39,Male,Professional,iOS,11.9,0.5,4,8.2,10,33,6,4.6
U27064,52,Female,Student,iOS,3.2,4.7,7,8.7,4,8,0,9.3
U34163,42,Female,Freelancer,iOS,3.3,4.2,1,4.4,5,58,3,3.3
U45521,18,Male,Business Owner,Android,3.5,5.2,1,9.0,6,30,4,6.1
U16543,30,Female,Student,iOS,9.7,4.9,3,6.9,9,33,2,12.9
U14564,55,Other,Business Owner,Android,7.9,5.2,8,7.4,10,23,5,9.0
U26766,32,Other,Professional,Android,7.5,6.8,5,6.0,7,12,1,6.3
U49616,39,Female,Business Owner,iOS,2.2,1.4,2,4.5,4,11,5,12.5
U10854,35,Other,Business Owner,iOS,3.2,0.6,6,8.4,8,53,4,2.2
U29181,38,Female,Freelancer,Android,4.2,4.7,2,5.1,4,35,4,2.4
U39363,21,Other,Business Owner,iOS,12.0,5.9,6,4.3,3,37,3,6.9
U38960,51,Male,Business Owner,iOS,10.6,0.9,4,6.1,3,43,6,6.1
U12372,24,Female,Student,Android,5.0,1.5,8,8.6,3,38,4,13.2
U44510,59,Male,Business Owner,Android,8.8,5.6,10,6.0,1,11,4,12.9
U28233,23,Female,Business Owner,iOS,5.8,7.5,3,6.3,1,10,6,8.8
U12124,39,Other,Freelancer,iOS,11.2,2.2,6,5.4,6,31,6,6.2
U17312,56,Male,Professional,Android,10.9,3.0,1,8.4,3,22,1,6.9
U33818,39,Male,Professional,Android,9.1,6.7,2,7.6,8,8,3,4.1
U3618,41,Male,Student,Android,3.7,4.9,6,7.9,8,16,3,6.0
U1122,24,Female,Student,Android,8.6,4.3,3,8.5,9,47,5,7.7
U48746,60,Male,Professional,iOS,7.5,1.2,2,6.3,10,40,1,13.7
U26186,58,Male,Student,Android,5.3,3.4,2,5.4,6,23,2,5.3
U31589,39,Male,Business Owner,iOS,5.9,7.9,5,8.8,5,37,2,11.1
U43814,43,Male,Professional,Android,10.4,6.1,1,5.5,4,39,6,5.1
U24804,19,Male,Student,iOS,5.6,1.2,9,5.3,5,5,4,11.0
U28453,45,Female,Business Owner,Android,11.5,5.7,2,6.8,4,56,0,2.7
U35352,40,Female,Professional,iOS,1.2,0.6,7,8.5,5,43,2,4.7
U32606,21,Other,Business Owner,iOS,5.9,7.9,7,5.6,7,50,3,10.6
U31578,50,Female,Student,Android,5.3,2.4,8,7.9,8,7,5,11.9
U32898,20,Other,Freelancer,iOS,3.0,2.8,1,7.3,1,48,4,9.0
U21749,50,Female,Student,iOS,7.0,4.5,3,8.9,2,48,5,6.5
U10211,51,Female,Business Owner,Android,3.3,0.8,9,6.5,6,17,0,5.2
U30479,49,Other,Freelancer,Android,11.7,2.7,10,6.5,6,38,4,11.5
U24527,59,Other,Business Owner,Android,6.9,6.1,3,7.5,1,47,4,7.8
U39454,45,Male,Freelancer,Android,8.7,7.8,3,4.1,7,55,0,13.5
U48003,24,Other,Professional,iOS,3.2,4.4,1,8.8,10,11,1,10.7
U21366,24,Female,Professional,iOS,8.7,6.1,8,7.4,6,43,2,6.9
U22816,38,Female,Business Owner,Android,1.9,2.7,7,6.6,7,36,4,5.8
U33754,60,Male,Student,iOS,2.7,7.6,2,4.8,9,33,4,8.6
U41620,24,Male,Professional,Android,4.9,4.5,7,5.7,6,60,2,5.6
U20331,23,Female,Freelancer,Android,8.6,7.3,4,4.2,6,39,3,9.0
U27652,21,Other,Student,Android,5.5,7.6,7,5.6,9,11,3,2.3
U16034,31,Other,Professional,Android,6.7,3.0,9,6.5,3,56,1,7.2
U45694,53,Male,Student,iOS,6.2,4.3,3,6.8,4,17,5,7.0
U43868,49,Other,Business Owner,iOS,8.3,1.3,2,5.7,3,59,5,11.6
U7880,28,Other,Professional,iOS,8.5,6.6,2,8.0,4,49,1,3.8
U2085,40,Other,Student,iOS,8.6,2.1,1,8.3,6,31,6,11.7
U36921,33,Female,Business Owner,iOS,5.7,1.7,1,4.0,10,54,4,2.9
U12688,55,Other,Professional,iOS,6.1,1.8,5,6.6,4,7,1,3.9
U13322,22,Other,Business Owner,Android,8.2,1.4,6,7.0,9,30,4,13.6
U17833,33,Male,Freelancer,iOS,10.6,5.8,2,4.9,3,30,2,6.9
U32611,59,Other,Freelancer,Android,10.9,7.0,5,7.9,8,11,3,5.9
U46169,27,Male,Freelancer,iOS,1.8,1.5,4,4.2,2,27,2,3.1
U45418,44,Female,Student,iOS,10.4,5.8,10,6.3,6,53,2,6.5
U4036,36,Other,Student,Android,4.8,5.5,1,4.8,1,45,2,2.4
U23657,23,Other,Student,iOS,1.3,4.7,1,8.5,6,23,6,13.1
U19013,23,Other,Student,iOS,4.1,3.6,7,7.2,6,27,4,2.7
U44034,21,Female,Business Owner,iOS,8.6,6.8,9,7.3,2,39,1,5.7
U400,35,Other,Business Owner,Android,11.1,4.8,10,5.7,8,52,4,4.9
U28161,27,Other,Student,iOS,3.8,0.9,9,7.9,4,51,1,11.4
U17437,43,Other,Professional,iOS,7.1,5.1,7,7.6,10,41,2,8.2
U41096,41,Other,Professional,Android,11.6,6.0,10,7.2,8,19,1,7.3
U22495,18,Female,Freelancer,Android,9.2,4.9,6,8.2,8,25,0,5.9
U30823,41,Other,Freelancer,Android,10.0,4.4,9,6.7,5,39,1,6.0
U20051,54,Female,Professional,iOS,9.8,4.4,3,7.6,4,8,0,10.0
U40023,53,Male,Business Owner,Android,9.2,7.3,3,7.9,4,44,5,2.2
U12760,28,Other,Freelancer,iOS,8.2,1.3,1,7.4,5,13,0,13.3
U31167,59,Female,Freelancer,iOS,5.8,3.4,7,8.1,7,12,4,5.6
U6468,54,Other,Student,iOS,2.1,7.3,2,5.1,3,7,0,11.5
U32238,33,Female,Freelancer,iOS,10.9,7.8,1,4.2,1,27,4,12.3
U1373,34,Other,Business Owner,Android,6.2,7.6,8,4.5,4,24,4,11.0
U38359,42,Male,Business Owner,iOS,9.1,7.5,7,5.8,2,20,5,6.4
U927,44,Male,Business Owner,iOS,11.8,0.6,5,8.8,1,50,2,12.7
U35818,47,Male,Student,iOS,2.9,3.3,10,6.5,1,43,4,12.9
U10116,59,Female,Student,Android,2.2,5.9,5,7.9,5,54,0,9.8
U8319,25,Other,Freelancer,iOS,5.3,7.1,5,6.7,6,56,6,13.5
U26073,47,Female,Freelancer,iOS,1.8,6.6,7,6.8,3,45,5,6.5
U29730,48,Other,Professional,iOS,2.3,5.1,9,4.6,5,59,3,2.5
U9626,50,Male,Business Owner,Android,10.9,4.2,4,8.3,4,19,4,9.1
U3786,33,Female,Freelancer,Android,9.4,0.8,8,4.5,6,58,3,9.9
U20886,37,Other,Professional,iOS,4.2,7.6,2,5.9,7,36,5,11.9
U6905,18,Male,Student,iOS,9.3,4.7,8,6.5,6,11,2,2.3
U6479,38,Other,Freelancer,Android,9.0,1.4,4,6.0,8,45,2,2.6
U27149,46,Female,Freelancer,iOS,10.6,7.9,4,5.4,8,60,0,6.3
U33658,48,Male,Student,Android,9.5,4.0,2,4.9,1,42,0,11.6
U38900,40,Female,Student,Android,11.1,1.9,2,9.0,9,56,0,7.3
U26817,40,Other,Professional,Android,9.7,4.8,10,8.3,1,6,2,6.1
U35547,18,Male,Professional,Android,4.2,0.6,4,5.6,5,53,5,12.7
U41572,37,Female,Student,iOS,3.2,4.6,8,7.3,9,25,5,9.0
U24448,49,Female,Student,iOS,10.0,5.7,6,4.9,10,22,2,12.2
U30246,32,Female,Freelancer,iOS,3.4,0.6,1,6.9,2,31,5,4.9
U22558,38,Other,Freelancer,Android,1.4,7.9,10,6.5,4,32,0,7.6
U45579,58,Male,Freelancer,Android,4.5,4.8,7,6.8,6,36,1,9.8
U17736,60,Female,Student,iOS,6.7,6.1,5,6.8,10,25,1,9.2
U25981,26,Male,Student,iOS,7.6,4.3,3,6.8,4,8,2,6.7
U5865,36,Other,Student,Android,7.8,1.2,9,5.1,7,35,4,6.6
U6530,29,Other,Freelancer,Android,4.4,4.0,9,4.8,4,23,6,13.6
U10537,56,Male,Professional,Android,11.4,5.9,5,8.2,7,56,1,6.3
U28213,49,Male,Professional,iOS,1.8,7.7,8,6.7,2,49,6,3.4
U7361,21,Male,Professional,Android,1.9,1.8,9,5.0,5,41,1,13.9
U38903,47,Male,Freelancer,Android,11.1,2.2,6,6.3,4,18,4,12.5
U12511,29,Female,Student,Android,10.6,1.2,6,6.5,7,52,1,7.8
U10454,42,Female,Professional,iOS,3.7,6.1,2,5.5,4,28,4,2.8
U18378,45,Male,Student,iOS,2.8,5.2,9,4.5,5,6,2,4.2
U20738,21,Female,Professional,Android,6.2,1.4,2,8.8,5,51,6,4.5
U43336,22,Female,Business Owner,iOS,8.8,4.7,1,7.8,7,54,3,7.1
U8394,34,Female,Professional,Android,5.8,4.6,9,7.8,3,40,6,13.6
U21103,34,Other,Professional,iOS,5.7,3.0,5,8.9,10,51,3,3.5
U1163,21,Male,Freelancer,iOS,7.5,7.9,2,6.7,9,43,0,11.7
U2532,54,Other,Business Owner,Android,7.3,2.2,9,8.6,4,14,6,12.7
U7845,36,Male,Freelancer,iOS,11.2,5.6,1,6.6,10,22,5,11.6
U26048,51,Male,Business Owner,iOS,8.5,2.3,1,8.9,2,5,3,13.6
U39017,31,Male,Freelancer,Android,11.8,7.3,9,5.3,9,48,5,12.9
U41843,51,Other,Professional,Android,10.6,0.9,3,7.7,6,38,1,2.2
U12703,52,Female,Business Owner,Android,3.4,3.4,10,5.5,9,32,0,9.4
U33513,54,Female,Professional,Android,1.7,6.3,7,7.2,6,47,1,6.3
U19803,19,Other,Freelancer,iOS,5.2,1.9,1,8.6,4,42,2,8.9
U5752,57,Other,Freelancer,Android,10.0,6.0,9,4.2,10,22,3,13.7
U34356,54,Female,Student,Android,1.8,4.7,7,6.6,3,24,6,11.5
U30770,50,Female,Student,Android,3.7,3.8,1,7.9,6,12,0,6.3
U36493,48,Other,Business Owner,iOS,5.1,7.8,10,5.1,10,19,1,8.9
U25058,58,Male,Freelancer,Android,7.8,8.0,4,4.5,8,60,4,2.3
U15822,37,Female,Student,iOS,5.7,2.4,7,8.0,8,11,2,3.7
U28284,21,Male,Business Owner,iOS,5.5,6.7,8,6.9,9,46,5,3.0
U13651,47,Female,Professional,iOS,6.7,7.0,1,6.9,9,10,5,9.9
U40571,58,Female,Professional,iOS,11.0,3.2,7,5.5,10,43,0,9.6
U17173,38,Other,Student,Android,3.4,1.9,1,6.9,4,58,2,7.6
U12284,52,Male,Business Owner,iOS,11.1,0.9,5,7.0,1,59,4,11.0
U35461,37,Male,Professional,iOS,2.6,1.4,4,5.5,2,10,2,4.3
U34060,58,Female,Freelancer,Android,9.8,6.4,5,7.8,1,7,6,13.0
U35236,43,Male,Professional,Android,9.2,2.8,2,6.3,8,55,1,11.3
U26634,25,Other,Student,iOS,1.2,5.8,5,6.0,8,10,4,13.1
U24471,54,Female,Student,iOS,9.2,2.8,7,5.3,6,19,0,11.0
U18416,56,Female,Professional,iOS,2.1,5.2,9,5.3,1,5,0,3.3
U18955,53,Other,Freelancer,iOS,4.7,4.1,1,8.5,4,33,3,10.3
U37194,41,Male,Business Owner,Android,10.6,1.0,1,6.1,6,19,3,3.0
U20719,38,Other,Professional,iOS,5.3,1.6,2,4.6,10,49,1,13.0
U37401,33,Other,Student,iOS,6.8,4.9,7,7.5,10,60,1,13.0
U3264,45,Other,Freelancer,Android,9.1,3.6,5,5.0,2,17,2,4.4
U46180,56,Female,Freelancer,Android,8.3,1.1,1,7.3,1,9,3,4.3
U31126,53,Female,Student,iOS,10.8,2.3,3,7.9,6,43,0,11.3
U42233,29,Male,Professional,Android,3.6,6.3,5,4.8,2,29,0,9.2
U43714,28,Female,Business Owner,Android,9.5,7.0,5,5.6,2,12,0,10.9
U7025,25,Female,Student,Android,5.5,0.9,6,8.1,2,21,3,6.6
U17499,43,Female,Freelancer,iOS,9.3,6.5,6,4.9,2,14,2,10.4
U29713,41,Male,Student,Android,1.6,7.3,8,8.2,1,37,4,11.1
U32788,43,Male,Business Owner,iOS,4.3,5.0,5,7.4,9,25,6,12.7
U15108,58,Female,Business Owner,Android,5.7,1.7,1,6.6,2,59,6,9.4
U2477,20,Male,Business Owner,iOS,11.8,3.0,4,4.5,7,53,4,11.8
U48078,25,Male,Professional,Android,9.4,7.7,6,5.9,7,28,0,9.5
U11349,48,Male,Freelancer,iOS,1.1,1.4,7,6.9,1,39,2,7.8
U29035,55,Male,Student,iOS,3.0,1.5,1,6.1,7,45,6,12.4
U1912,33,Female,Freelancer,Android,10.0,1.3,6,4.8,6,18,3,7.0
U27728,37,Female,Business Owner,iOS,8.5,3.6,9,7.1,10,23,3,11.8
U36500,56,Male,Freelancer,Android,7.1,5.7,10,6.2,6,59,1,8.9
U42094,44,Female,Freelancer,iOS,10.8,2.6,7,6.3,1,47,5,4.9
U49531,38,Female,Student,iOS,7.5,0.9,7,5.0,8,13,1,9.0
U27312,51,Other,Business Owner,iOS,10.3,2.5,8,5.7,10,34,3,3.6
U14599,23,Male,Business Owner,Android,5.5,5.8,3,7.6,1,48,2,4.1
U12075,48,Other,Business Owner,Android,4.7,7.1,10,6.4,10,29,4,5.1
U41321,34,Other,Freelancer,Android,8.5,2.0,4,5.3,7,23,1,7.9
U28988,38,Other,Freelancer,Android,1.1,2.8,4,7.6,10,17,0,9.0
U2099,26,Male,Student,iOS,11.1,7.4,2,6.6,8,59,0,3.6
U19534,28,Male,Student,Android,5.6,4.1,5,8.3,6,32,3,2.7
U34940,36,Other,Business Owner,iOS,7.2,6.9,6,4.1,5,31,1,9.8
U8024,44,Female,Business Owner,Android,6.8,1.5,4,5.3,9,39,4,2.5
U13254,45,Other,Business Owner,Android,10.2,5.9,7,5.6,6,46,6,4.1
U1986,42,Female,Business Owner,Android,1.7,2.5,7,7.5,7,31,2,13.6
U26012,44,Male,Freelancer,Android,10.4,1.5,3,6.8,6,26,0,5.4
U3336,33,Female,Student,iOS,10.8,6.2,8,7.6,5,22,3,5.8
U26621,18,Other,Freelancer,iOS,1.1,5.8,10,4.7,2,37,1,4.5
U11745,35,Other,Student,iOS,9.3,1.1,1,4.5,5,44,2,6.1
U18477,58,Male,Freelancer,Android,5.5,6.6,1,6.7,8,42,2,12.5
U47612,40,Male,Freelancer,Android,2.8,5.9,9,4.2,2,60,0,9.7
U25537,28,Female,Student,Android,7.5,2.8,9,6.3,9,29,2,7.5
U20865,26,Female,Student,Android,2.3,5.4,9,5.0,6,33,6,13.7
U43447,51,Male,Business Owner,iOS,10.3,4.7,9,5.7,8,45,2,4.1
U8007,45,Male,Freelancer,Android,3.8,5.0,9,9.0,8,33,6,6.6
U29077,46,Other,Freelancer,Android,8.5,1.4,9,8.8,10,5,4,9.3
U43721,38,Other,Freelancer,iOS,4.0,4.2,7,8.0,5,32,0,11.8
U23001,18,Male,Professional,iOS,6.4,2.4,6,8.2,4,60,2,2.4
U28194,42,Other,Professional,Android,1.3,3.3,10,7.4,6,44,0,12.4
U21513,38,Other,Freelancer,Android,2.0,7.9,9,5.0,1,23,4,10.7
U21025,53,Other,Freelancer,Android,5.9,4.8,4,4.5,6,47,1,8.3
U15295,27,Other,Freelancer,Android,3.9,7.0,8,9.0,9,49,3,8.2
U11662,50,Female,Freelancer,iOS,10.0,7.8,6,6.2,5,57,2,7.2
U31719,57,Male,Freelancer,iOS,10.5,2.6,1,9.0,7,54,4,3.8
U42116,18,Other,Professional,iOS,8.6,6.9,5,8.9,7,20,1,5.9
U28242,44,Other,Business Owner,Android,5.0,1.0,8,6.1,4,46,1,13.6
U43152,49,Other,Student,Android,8.9,3.3,1,5.2,3,34,0,3.2
U9695,25,Male,Business Owner,Android,10.8,3.6,5,4.6,7,54,1,12.8
U25566,58,Male,Student,iOS,11.8,5.0,3,7.9,9,47,4,3.3
U34445,37,Male,Freelancer,iOS,4.3,0.9,4,4.4,9,16,3,12.3
U14110,33,Female,Student,Android,5.8,8.0,7,8.9,5,37,1,11.7
U12959,36,Other,Freelancer,Android,3.4,5.6,2,6.2,2,25,4,9.4
U23315,24,Other,Student,Android,3.0,4.9,8,4.8,9,54,5,4.0
U17927,22,Male,Business Owner,Android,11.7,6.6,3,6.4,9,60,2,9.9
U20414,21,Female,Business Owner,iOS,11.4,7.2,1,4.7,3,41,6,3.7
U22459,25,Male,Student,Android,10.8,7.4,10,8.1,5,10,2,6.3
U44363,45,Female,Freelancer,Android,1.5,5.3,6,4.9,2,29,0,13.1
U5677,54,Male,Professional,iOS,6.4,3.9,1,6.6,3,20,3,10.2
U43367,59,Male,Business Owner,iOS,7.6,3.3,7,7.7,6,48,3,12.9
U33872,41,Other,Professional,iOS,4.7,5.2,3,6.8,5,7,0,10.8
U610,51,Other,Student,iOS,8.9,3.2,10,7.3,5,15,5,2.6
U30921,33,Female,Professional,iOS,3.6,4.3,5,5.3,3,17,4,5.2
U25260,43,Male,Professional,iOS,9.5,6.9,8,5.9,8,16,5,11.9
U30394,23,Male,Student,Android,3.3,4.0,6,8.1,4,21,4,8.6
U38326,28,Male,Professional,Android,7.1,3.4,7,4.5,6,13,1,11.4
U44289,31,Male,Student,Android,9.3,5.2,9,7.9,9,36,3,6.9
U48465,56,Male,Business Owner,Android,5.2,1.3,6,6.2,10,45,4,6.0
U9290,41,Male,Student,Android,10.1,7.1,1,8.1,6,56,0,10.5
U26407,50,Female,Professional,iOS,4.7,6.6,10,4.2,1,24,0,13.1
U28059,20,Other,Business Owner,iOS,10.1,2.9,1,7.2,6,24,3,6.2
U22296,33,Female,Business Owner,Android,7.5,4.0,7,8.2,4,34,6,9.4
U22052,23,Female,Freelancer,Android,10.7,3.2,3,6.1,7,43,3,4.0
U44452,45,Male,Business Owner,Android,11.4,3.1,10,5.2,9,31,2,12.5
U12513,22,Other,Freelancer,iOS,1.3,0.7,2,7.7,1,26,0,8.3
U48576,21,Male,Freelancer,Android,11.9,5.7,3,8.9,4,31,5,8.0
U18776,59,Male,Professional,iOS,2.2,6.9,5,5.0,1,47,3,8.9
U15715,30,Other,Professional,iOS,9.9,4.0,8,7.4,9,45,3,9.5
U7977,43,Other,Freelancer,iOS,3.9,5.6,9,7.1,4,39,1,5.8
U33176,33,Male,Business Owner,iOS,2.2,4.7,5,4.2,5,53,2,10.7
U47635,19,Female,Professional,Android,1.8,7.5,5,4.8,7,26,6,12.0
U8345,47,Other,Freelancer,Android,3.8,1.1,4,5.8,8,46,5,9.7
U30590,47,Male,Student,iOS,8.1,5.6,5,4.6,6,18,6,5.3
U11898,35,Other,Freelancer,iOS,9.0,6.5,10,7.3,4,6,6,5.1
U25496,58,Female,Freelancer,Android,9.0,5.6,10,7.7,1,15,1,11.7
U22322,18,Other,Professional,iOS,10.5,3.9,3,4.8,2,29,4,5.2
U17680,52,Female,Freelancer,iOS,1.2,4.5,2,5.4,6,48,6,3.5
U12470,27,Other,Business Owner,iOS,4.2,2.3,9,5.3,7,29,1,7.2
U4658,34,Female,Student,Android,5.8,3.8,2,8.6,8,52,4,5.7
U48394,55,Other,Professional,Android,6.1,1.2,10,8.7,3,50,1,12.7
U1688,22,Female,Professional,Android,5.1,2.6,6,6.8,8,8,6,10.5
U22182,34,Female,Freelancer,Android,6.3,2.0,2,6.3,4,46,4,10.3
U12792,60,Other,Professional,iOS,10.8,4.0,10,6.9,4,34,1,12.3
U8041,55,Male,Student,iOS,7.9,4.0,10,7.2,5,34,0,9.3
U31062,40,Male,Student,iOS,6.4,3.6,8,7.4,10,34,0,6.0
U35027,25,Female,Freelancer,Android,4.0,2.0,6,7.5,6,41,4,5.9
U14830,31,Female,Business Owner,Android,10.7,5.3,4,5.3,2,17,2,4.4
U38849,31,Other,Business Owner,Android,1.8,5.1,10,7.8,4,60,6,12.2
U20063,34,Female,Business Owner,Android,4.1,2.8,3,4.2,1,21,2,13.1
U28278,30,Female,Professional,Android,3.5,5.8,2,7.2,9,45,6,12.7
U34548,41,Other,Professional,iOS,12.0,1.3,9,8.0,1,31,0,10.9
U10905,52,Male,Business Owner,iOS,8.5,1.7,8,8.5,7,21,2,8.3
U19221,44,Other,Freelancer,Android,2.2,6.8,10,4.9,8,16,1,13.4
U24430,55,Female,Business Owner,Android,3.9,5.0,3,7.4,1,14,3,12.6
U47350,25,Male,Professional,Android,9.1,1.7,1,5.4,3,36,3,6.3
U18112,60,Other,Freelancer,Android,8.9,5.3,4,7.0,7,12,2,11.1
U3542,18,Male,Freelancer,Android,6.9,6.2,8,5.8,5,22,2,6.4
